N,P,K,ph,temperature,humidity,rainfall,label,encoded_label
60,43,44,0.6082872377707842,21.01944696,82.95221726,298.4018471,rice,21
63,44,41,0.32325168498565693,24.17298839,83.7287574,257.0343554,rice,21
62,42,36,0.454915077831885,22.78133816,82.06719137,248.7183228,rice,21
64,45,43,0.3157105755038694,25.62980105,83.52842314,209.9001977,rice,21
83,60,36,0.5286243821230325,25.59704938,80.14509262,200.834898,rice,21
82,40,40,0.43026141783079674,23.83067496,84.81360127,298.5601175,rice,21
85,52,45,0.5784350602364936,26.31355498,82.36698992,265.5355937,rice,21
91,35,38,0.40892636217359535,24.8972823,80.52586088,183.6793207,rice,21
76,49,42,0.26462383920044064,24.958779,84.47963372,196.9560008,rice,21
74,39,38,0.6651747889904522,23.24113501,84.59201843,233.0453455,rice,21
79,43,39,0.5533187323620326,21.66628296,80.70960551,210.8142087,rice,21
88,55,45,0.6571373443559054,24.63544858,80.41363018,253.7202781,rice,21
60,36,43,0.2770385136445359,23.43121862,83.06310136,219.9048349,rice,21
76,60,39,0.5072031236932646,20.0454142,80.3477562,208.5810155,rice,21
93,56,42,0.6030802794687624,23.85724032,82.22572988,195.0948311,rice,21
65,60,43,0.3348839561292538,21.97199397,81.89918197,227.3637009,rice,21
95,52,36,0.31702964791518984,26.22916897,83.83625819,286.5083725,rice,21
75,38,39,0.421495297083599,23.44676801,84.79352417,283.9338466,rice,21
74,54,38,0.5622597792059969,25.65553461,83.47021081,217.3788583,rice,21
91,36,45,0.38036804671339086,24.44345477,82.45432595,267.9761948,rice,21
71,46,40,0.5803665189244371,20.2801937,82.1235421,191.9535738,rice,21
99,55,35,0.46606341814654506,21.7238313,80.2389895,277.9626192,rice,21
72,40,38,0.635695672381545,20.41447029,82.20802629,245.1511304,rice,21
83,58,45,0.3686576481109419,25.75528612,83.51827127,245.6626799,rice,21
93,58,38,0.5330431602901815,20.61521424,83.77345559,279.5451717,rice,21
70,36,42,0.5351907387077712,21.84106875,80.72886384,202.3838319,rice,21
76,47,42,0.3474813561041046,20.08369642,83.29114712,263.6372176,rice,21
99,41,36,0.5029128571139263,24.45802087,82.74835604,182.5616319,rice,21
99,54,37,0.32503224197337477,21.14347496,80.33502926,198.6730942,rice,21
86,59,35,0.5352570630553264,25.78720567,82.11124033,243.5120414,rice,21
69,46,41,0.23441804419644707,23.64124821,80.28597873,263.1103304,rice,21
91,56,37,0.44456756535346864,23.43191632,80.56887849,269.5039162,rice,21
61,52,41,0.5249613147265499,24.97669518,83.891805,204.8001847,rice,21
67,45,38,0.5902735247270381,22.72791041,82.1706881,260.8875056,rice,21
79,42,37,0.47947187139147296,24.87300744,82.84022551,295.6094492,rice,21
78,43,42,0.5876804700662583,21.32376327,83.00320459,192.3197536,rice,21
75,54,36,0.5472782068893216,26.29465461,84.56919326,257.4914906,rice,21
97,36,45,0.5340824959468198,22.2286982,81.85872947,278.0791793,rice,21
67,47,44,0.678614725492855,26.73072391,81.78596776,280.4044392,rice,21
73,35,38,0.23335547305975568,24.88921174,81.97927117,185.9461429,rice,21
77,36,37,0.40921323027923195,26.88444878,81.46033732,194.5766559,rice,21
81,41,38,0.6250569568778974,22.67846116,83.72874389,200.9133156,rice,21
68,57,43,0.3424689020286238,26.08867875,80.37979919,182.9043504,rice,21
72,45,35,0.35048762027706004,25.42977518,82.94682591,195.3574542,rice,21
61,53,43,0.44241124322810443,26.40323239,81.05635517,223.3671883,rice,21
67,43,39,0.3880381638688547,26.04371967,84.96907151,186.7536773,rice,21
67,58,39,0.30306954190014124,25.2827223,80.54372813,220.1156708,rice,21
66,60,38,0.44598337248693876,22.08576562,83.47038318,231.7364957,rice,21
82,43,38,0.24895051200054907,23.28617173,81.43321641,242.3170629,rice,21
84,50,44,0.3779882075805199,25.48591986,81.40633547,182.6549356,rice,21
81,53,42,0.26018393088566794,23.67575393,81.03569343,233.7034975,rice,21
91,50,40,0.4599507991120322,20.82477109,84.1341879,230.2242223,rice,21
93,53,38,0.5543129587287339,26.92995077,81.91411159,290.6793783,rice,21
90,44,38,0.6171342480398623,23.83509503,83.88387074,241.2013513,rice,21
81,45,35,0.41267262799065707,26.52872817,80.12267476,218.9163567,rice,21
78,40,38,0.6290681928862265,26.46428311,83.85642678,248.2256491,rice,21
60,51,36,0.3924473458070017,22.69657794,82.81088865,256.9964761,rice,21
88,46,42,0.48212721639750145,22.68319059,83.46358271,194.2651719,rice,21
93,47,37,0.4658527614264212,21.53346343,82.14004101,295.9248796,rice,21
60,55,45,0.3780505699282001,21.40865769,83.3293191,287.5766935,rice,21
78,35,44,0.5548546712755156,26.54348085,84.67353597,183.6222657,rice,21
65,37,40,0.2843661054370237,23.35905428,83.59512273,188.413665,rice,21
71,54,16,0.34915146944888253,22.61359953,63.69070564,87.75953857,maize,12
61,44,17,0.5329430618259392,26.10018422,71.57476937,102.2662445,maize,12
80,43,16,0.49036492871886184,23.55882094,71.59351368,66.71995467,maize,12
73,58,21,0.48073804736437986,19.97215954,57.68272924,60.65171481,maize,12
61,38,20,0.3834488887652969,18.47891261,62.69503871,65.43835393,maize,12
68,41,16,0.4127431766881986,21.77689322,57.80840636,102.0861694,maize,12
93,41,17,0.39549308301910047,25.6217169,66.50415474,105.4654703,maize,12
89,60,19,0.37461670462104024,25.19192419,66.6902901,78.06639649,maize,12
76,44,17,0.3655624222126477,20.41683147,62.5542482,65.27798457,maize,12
67,60,25,0.3492044249821641,24.92162194,66.78627406,109.2162279,maize,12
70,44,19,0.36512149642980773,23.31689124,73.4541537,94.29712821,maize,12
90,49,21,0.4615264051446464,24.84016732,68.3584573,74.05474936,maize,12
62,52,16,0.5384328512765477,22.27526694,58.84015925,63.87020584,maize,12
92,44,16,0.40094646241088283,18.87751445,65.76816093,94.76189431,maize,12
66,54,21,0.37545352387562425,25.19008683,60.2001687,72.12375573,maize,12
63,58,22,0.4198838636986597,18.25405352,55.28220433,63.72358154,maize,12
70,47,17,0.48147927880379227,24.6129118,70.4162444,104.1626147,maize,12
61,41,17,0.3914490591563291,25.1420613,65.26185135,76.68456006,maize,12
66,53,19,0.39326046584233143,23.09348056,60.1159381,65.49730729,maize,12
74,55,19,0.43296566617280197,18.05033737,62.89366992,84.23613484,maize,12
77,57,21,0.47366270823653633,24.9321581,73.80435276,79.74078719,maize,12
99,50,15,0.321683555231411,18.14710054,71.09445342,88.07753741,maize,12
74,56,22,0.5169940905020012,18.28362235,66.65952796,80.97573281,maize,12
83,45,21,0.3439120081918874,18.83344471,58.75082029,79.7532896,maize,12
100,48,16,0.31804704102528203,25.71895816,67.22190688,74.51490791,maize,12
79,51,16,0.47921152319644866,25.33797709,68.49835977,96.46380213,maize,12
94,39,18,0.37141759367707894,23.89114571,57.48775781,102.8301942,maize,12
75,49,15,0.37533195469070313,21.53574127,71.50905983,102.4852929,maize,12
78,48,22,0.32407287706893206,23.08974909,63.10459626,70.43473609,maize,12
87,54,20,0.47768339615797895,25.61707368,63.4711755,108.8303762,maize,12
87,35,25,0.4157330169977168,21.44526922,63.1621551,65.88951188,maize,12
63,43,19,0.4878676418015757,18.51816776,55.53128131,90.988051,maize,12
84,57,25,0.4640950226778857,22.53510514,67.99257471,64.40866039,maize,12
64,35,23,0.3383350273737754,23.02038334,61.89472002,63.03843397,maize,12
60,46,22,0.4853013686239558,24.89364635,65.61418761,87.9298085,maize,12
98,44,21,0.4696060335621377,25.77175115,74.089114,107.4931917,maize,12
75,56,18,0.34079903921498356,19.39851734,62.35750641,60.95197486,maize,12
86,55,21,0.5130646307495987,21.54156232,59.64024162,109.7515385,maize,12
98,35,18,0.42735623791778987,23.79746068,74.82913698,91.76337172,maize,12
76,57,18,0.4024630434007316,18.9802729,74.52600826,94.26249353,maize,12
99,56,17,0.42448435298650067,24.10859207,73.13112261,71.07562236,maize,12
60,44,23,0.34490058866600093,24.7947077,70.04556743,76.72860067,maize,12
74,48,17,0.4550093574732941,21.63162756,60.27766379,69.21803098,maize,12
89,60,17,0.3855474161097402,25.37548751,57.21025565,101.7004306,maize,12
69,51,23,0.5127080431407265,22.21738222,72.85462807,106.6213157,maize,12
96,46,22,0.46578950254738816,20.58314011,69.00128641,66.29390357,maize,12
61,60,15,0.42934163731266983,24.87502824,68.74248334,91.26056654,maize,12
74,58,18,0.5011479582445666,20.03728219,56.35606753,109.024141,maize,12
74,43,23,0.43862121439550683,25.95263264,61.89082199,99.57981207,maize,12
63,43,17,0.5136176770700149,19.28889933,65.47050802,71.3195307,maize,12
99,36,20,0.4924054222591945,20.57981887,65.34583901,78.34604471,maize,12
77,36,23,0.4889280796135318,24.71417533,56.73426469,88.45361858,maize,12
87,60,23,0.456324300863981,20.27317074,63.91281869,62.50351892,maize,12
60,38,17,0.46183015727612675,18.41932981,64.23580251,76.41312437,maize,12
94,54,17,0.36808257029065206,23.39128187,61.74427165,107.3198135,maize,12
95,38,22,0.3461504902232815,19.84939404,61.24500053,100.7689246,maize,12
84,44,21,0.36478445849186547,21.869274,61.91044947,107.2681929,maize,12
77,58,19,0.3556418762206558,22.8056033,56.50768935,101.5952794,maize,12
66,44,20,0.5031225675385977,19.0781471,69.02298571,80.72515943,maize,12
63,35,16,0.43040739817261897,22.02720976,65.35549924,83.73280082,maize,12
79,45,20,0.3437543034282504,23.80546189,59.24537979,89.9622014,maize,12
72,60,25,0.35281228890768845,18.52510753,69.0276233,88.10234397,maize,12
67,51,24,0.3233763159067926,23.50297882,61.32026065,64.77791424,maize,12
86,36,24,0.3549604907761358,26.54986394,72.89187265,73.33636055,maize,12
76,48,18,0.353204663435555,19.29563411,69.63481219,83.21030571,maize,12
75,53,18,0.5225294651117471,20.68899915,59.4375337,103.651438,maize,12
81,45,23,0.41795742543077996,19.32666088,68.034493,84.22969177,maize,12
73,45,21,0.48707403971256236,24.60532218,73.58868502,96.59195302,maize,12
71,35,24,0.36105014274570646,22.27373646,59.52193158,67.96704792,maize,12
96,54,22,0.5373909953793012,25.70196694,61.33450447,83.20711308,maize,12
99,39,18,0.40557721184794326,19.20129357,68.30578978,87.85092352,maize,12
62,48,20,0.4982155527038128,21.70181447,60.47470519,95.71388473,maize,12
86,37,16,0.31985228225039664,20.51716779,59.21235483,67.61013737,maize,12
94,50,19,0.36833056423697863,23.30355338,73.62548442,97.59081274,maize,12
76,39,24,0.542909445218847,24.2547451,55.64709899,64.23845455,maize,12
77,52,17,0.3436906840705224,24.86374934,65.7420046,75.82270467,maize,12
74,39,23,0.5094574879369769,22.6265115,65.77472881,88.17251033,maize,12
81,49,20,0.3124167779414736,18.04185513,60.61494304,104.2321615,maize,12
63,42,21,0.35669531611164895,23.26237612,72.33125523,67.10225139,maize,12
99,38,21,0.4428568712517975,22.88330922,71.59722446,67.72777298,maize,12
90,52,25,0.5159657264296615,25.97482359,69.36385721,103.2234212,maize,12
68,40,19,0.4899701753115322,26.14384005,66.20569924,107.2361366,maize,12
60,57,24,0.40690575794417094,18.66116213,61.55327249,75.03247667,maize,12
71,52,18,0.3555050669358114,25.10787449,55.97732754,78.16077693,maize,12
61,59,17,0.4618249326677428,23.33844615,59.24580604,105.0083144,maize,12
88,38,15,0.45881944808050656,25.08239719,65.92195844,62.49190812,maize,12
65,60,22,0.48243678190886663,25.36768364,72.52054555,107.9124111,maize,12
78,37,22,0.43944842280288454,25.34217103,63.31801994,74.52082026,maize,12
78,58,15,0.47025191465444016,25.00933355,67.816568,62.91359494,maize,12
92,60,23,0.3447586555450739,18.66746724,71.516474,69.93293255,maize,12
79,59,17,0.48822518628077116,20.37999665,63.73849998,108.5054416,maize,12
91,55,15,0.4466170504889956,18.09300227,72.61024172,78.96159541,maize,12
76,51,18,0.4264609310727139,26.16985907,71.96246617,79.84925393,maize,12
87,48,25,0.49017291005357255,18.65396672,61.37879671,93.62039175,maize,12
71,60,22,0.41989226869953267,26.07470121,59.37147589,85.75692395,maize,12
90,57,24,0.41274778997572437,18.92851916,72.80086137,82.34162918,maize,12
67,35,22,0.44802181683496634,23.30546753,63.24648023,108.7603001,maize,12
60,54,19,0.45301941990357597,18.74826712,62.49878458,70.23401597,maize,12
83,58,23,0.44732476098657625,19.74213321,59.66263104,65.50861389,maize,12
83,57,19,0.5245628570040721,25.73044432,70.74739256,98.73771338,maize,12
40,72,77,0.6191344056004657,17.02498456,16.98861173,88.55123143,chickpea,4
23,72,84,0.5311538589480045,19.02061277,17.13159126,79.92698081,chickpea,4
39,58,85,0.387565873173789,17.88776475,15.40589717,68.54932919,chickpea,4
22,72,85,0.4488754849694989,18.86805647,15.65809214,88.51048983,chickpea,4
36,67,77,0.5673198861389444,18.36952567,19.56381041,79.26357665,chickpea,4
32,73,81,0.38633121949207216,20.45078582,15.40312102,92.68373702,chickpea,4
58,70,84,0.42397406444681274,20.6543203,16.60820843,74.6631118,chickpea,4
59,70,84,0.6292135329818074,17.3348681,18.74926979,82.61734721,chickpea,4
42,62,75,0.5451996458346275,18.17912258,18.90426935,81.84997529,chickpea,4
28,74,81,0.816293432852508,18.01272266,18.30968112,81.98568791,chickpea,4
58,66,79,0.8107567900357919,20.99373558,19.33470387,93.55280105,chickpea,4
43,66,79,0.6954307829076471,19.46233971,15.22538951,74.58565097,chickpea,4
58,63,81,0.4682097644361367,19.81344531,14.69765308,78.96514709,chickpea,4
23,62,85,0.7752896512562022,18.97424756,19.5161216,80.7108745,chickpea,4
27,62,77,0.4776829848265951,18.19737048,14.71070537,70.18185181,chickpea,4
28,72,84,0.4629664158254154,18.72963144,19.18197264,71.58010169,chickpea,4
50,56,76,0.6938752554450316,20.99502153,19.8601304,73.50734019,chickpea,4
39,71,84,0.7209687613741291,20.28155898,16.39535215,82.52339655,chickpea,4
25,78,76,0.5791625412331953,17.48042641,15.7559405,66.96980581,chickpea,4
31,70,77,0.4646402006721382,20.88818675,14.32313811,90.46228334,chickpea,4
26,80,83,0.6257598562756574,17.08498521,16.14565756,71.31007253,chickpea,4
25,68,77,0.6526396995775159,20.09340593,15.11279612,85.74904898,chickpea,4
31,78,76,0.7799314918669125,17.57212145,14.99927489,89.31050665,chickpea,4
60,68,83,0.4846010199473145,19.12065218,18.43475844,85.52950164,chickpea,4
59,62,83,0.7153035262584537,18.57665902,19.22008229,72.94940441,chickpea,4
22,67,78,0.41978172008544556,17.16606398,14.42457525,72.32667516,chickpea,4
36,65,80,0.39598833844641623,18.2872007,16.67921616,74.87445574,chickpea,4
59,60,84,0.6510092864760977,19.03025305,18.66725565,94.70992037,chickpea,4
54,77,85,0.6725087468553537,17.1418614,17.0662427,83.74606679,chickpea,4
43,68,81,0.5064814915333686,17.47809436,17.93253975,78.92060234,chickpea,4
28,76,82,0.48981450076763733,20.56601874,14.25803981,83.75937135,chickpea,4
42,79,85,0.4081871579991817,17.22385224,15.82069268,76.57580954,chickpea,4
32,60,83,0.8280312278357698,19.69141713,19.44225438,91.76071648,chickpea,4
22,78,76,0.7957451594255252,17.84851658,19.09172907,76.32470713,chickpea,4
31,79,75,0.7309272789290782,18.8202251,16.1074793,89.73119396,chickpea,4
28,58,81,0.41610176368670915,17.47500984,16.54314829,93.35034262,chickpea,4
57,58,77,0.6958023282051784,18.72649425,17.58406365,81.20176515,chickpea,4
49,55,78,0.67778102411461,18.65580107,16.17772668,81.70769297,chickpea,4
46,76,77,0.5385549733095103,18.2356751,19.68538502,83.74879344,chickpea,4
54,61,77,0.4201691581701662,18.81198127,15.21618225,77.5429424,chickpea,4
38,60,76,0.8341690253273908,18.65054116,17.80852431,77.92798682,chickpea,4
59,55,79,0.8182114221093895,20.36720401,16.89574311,82.2545577,chickpea,4
36,76,75,0.8135785790033603,18.38120357,16.63805158,70.52056697,chickpea,4
57,68,81,0.7116799541394463,17.17012591,17.30457712,72.78624223,chickpea,4
35,66,81,0.4095416895084919,19.37101121,15.77458129,85.24819851,chickpea,4
35,64,78,0.6207904913787043,17.92845928,14.27327988,85.37378769,chickpea,4
52,60,79,0.7581922818974696,19.45339934,18.23490739,75.6317566,chickpea,4
27,76,83,0.4330816703317967,19.12829388,14.92241479,89.61857826,chickpea,4
57,60,84,0.4792943505634619,19.1034283,17.26184541,75.49101167,chickpea,4
52,68,78,0.5274682989561648,17.48504075,16.96070581,86.05078037,chickpea,4
43,79,79,0.6690153867012276,19.40751744,18.98030507,80.25064637,chickpea,4
44,74,85,0.5669886642246045,20.18649426,19.63719995,78.26039559,chickpea,4
24,55,78,0.4890012333061631,17.30287885,15.15405941,75.57790384,chickpea,4
29,77,75,0.6646367620972811,17.50361137,15.48083156,72.9446671,chickpea,4
20,60,78,0.443831701594226,18.17234999,14.70085967,90.7760707,chickpea,4
56,67,78,0.7387944672055344,17.57445618,16.71826572,77.81891424,chickpea,4
37,66,85,0.4589799119524287,20.93175255,18.91295403,78.06910795,chickpea,4
49,71,76,0.4833835530748838,19.71098332,17.63879418,85.57925437,chickpea,4
59,69,80,0.7247840908969043,19.07937684,17.86754927,69.40619137,chickpea,4
20,79,77,0.644433010817762,18.54988627,16.02542689,76.32565249,chickpea,4
24,56,85,0.4729356446362183,18.19903647,17.41333199,80.6405403,chickpea,4
51,72,75,0.5597640824071985,18.88852533,14.99451145,80.1113384,chickpea,4
57,73,85,0.5992448699763735,18.49311205,14.72115044,91.94595352,chickpea,4
22,64,82,0.46175986299754324,19.48974337,17.17260319,87.51312796,chickpea,4
52,73,79,0.6742393315120352,17.25769499,18.74943955,94.00287214,chickpea,4
29,75,75,0.553631523053576,19.62416326,18.71483156,88.4585692,chickpea,4
44,59,78,0.636713170151759,20.67526473,19.85388984,84.78344008,chickpea,4
41,69,82,0.4993259623802666,20.02381489,16.63294455,68.97806542,chickpea,4
52,56,85,0.5151162647611423,20.1187446,14.44228303,88.68168643,chickpea,4
34,76,80,0.6968008196662225,20.65691793,15.84572566,65.23811143,chickpea,4
42,74,83,0.6283504612986452,19.2582557,14.2804191,65.78042032,chickpea,4
34,71,79,0.6569243498117003,17.927806,15.85622899,74.63872762,chickpea,4
27,73,79,0.5987587103378353,19.16288268,15.83500655,82.69766829,chickpea,4
30,70,79,0.5922503101118277,20.26942271,19.96978871,69.64449182,chickpea,4
57,57,75,0.6656394244119048,17.09104223,18.25142068,87.27444866,chickpea,4
27,79,82,0.4357861791577595,17.06579293,17.54024066,70.87150577,chickpea,4
32,71,85,0.4508674061051158,20.62767492,14.44008871,92.06630306,chickpea,4
31,76,82,0.6367515070143082,20.8248451,17.85057083,79.20509212,chickpea,4
33,75,84,0.5773049417995049,19.46210401,18.72831993,68.81405149,chickpea,4
47,80,77,0.6308152743418536,17.18248372,16.42891834,72.85017344,chickpea,4
54,62,80,0.6196863216537745,17.48911699,16.39055394,79.45758333,chickpea,4
47,79,78,0.4828586334234386,17.48395377,14.76014523,65.11365631,chickpea,4
35,57,83,0.6177044460236694,19.48316794,17.44534641,80.4986291,chickpea,4
53,73,77,0.5941676343959312,19.71359733,18.09665739,73.64476535,chickpea,4
45,61,78,0.46414928343018635,19.48649305,16.06240074,81.5284269,chickpea,4
37,78,79,0.6658458281676849,19.95264829,14.82633099,88.6810311,chickpea,4
30,75,81,0.45156030431851524,19.41789736,16.80472243,68.4951189,chickpea,4
37,55,82,0.7649863927472647,19.45591848,18.02235902,78.44910564,chickpea,4
53,65,76,0.8110317438384722,20.19137759,16.41998269,77.33795356,chickpea,4
22,60,85,0.6698318788763418,18.8392908,14.74071856,94.78189594,chickpea,4
60,61,78,0.4373643670140548,20.71219282,19.83643308,94.03659867,chickpea,4
42,67,77,0.5613472791756098,18.99424448,15.9362937,78.69707199,chickpea,4
39,76,76,0.720202905725265,19.96837462,15.57324389,69.15759062,chickpea,4
35,63,76,0.654615737412225,17.81564548,17.60756635,90.82097601,chickpea,4
30,65,82,0.559697720736569,20.71424384,15.27824066,76.77888672,chickpea,4
57,56,78,0.8330397262874008,17.34150229,18.75626255,67.9545435,chickpea,4
48,65,78,0.677472249852425,17.43732714,14.33847406,73.0926704,chickpea,4
36,56,83,0.6139519152175208,18.89780215,19.76182946,69.09512477,chickpea,4
40,58,75,0.5696968812535355,18.59190771,14.77959596,89.60982451,chickpea,4
49,69,82,0.5844740965185307,18.31561493,15.36143547,81.78710463,chickpea,4
13,60,25,0.3392075509700514,17.13692774,20.59541693,128.256862,kidneybeans,10
25,70,16,0.3506012503774887,19.63474332,18.90705639,106.3598183,kidneybeans,10
31,55,22,0.36831958549909083,22.91350245,21.33953114,109.225556,kidneybeans,10
40,64,16,0.37664031258040087,16.43340342,24.24045875,140.3717815,kidneybeans,10
2,61,20,0.38114080588694166,22.13974653,23.02251117,76.64128258,kidneybeans,10
26,65,22,0.3802594216372577,17.84806561,18.77621951,143.0984171,kidneybeans,10
17,57,21,0.3552631023766635,19.88394011,20.31564139,60.91974792,kidneybeans,10
26,80,18,0.32288645988426,19.32509638,23.3334788,104.7783947,kidneybeans,10
17,59,17,0.33981194730949293,18.4167001,23.42829938,132.9801054,kidneybeans,10
27,59,22,0.3560319911473847,21.81167649,23.20591245,130.0608093,kidneybeans,10
28,58,24,0.34888337189499485,19.72702528,18.28173015,143.7630894,kidneybeans,10
25,57,19,0.32063173796108335,17.15432954,19.87070659,87.99669731,kidneybeans,10
28,80,17,0.35840528459054577,19.62207826,18.67170854,144.1567454,kidneybeans,10
25,60,22,0.3705109371960619,21.63149148,21.17919701,134.3649948,kidneybeans,10
12,78,23,0.3877513211118063,16.06522754,18.72479695,88.06638775,kidneybeans,10
6,77,25,0.35581214968515584,20.61162204,24.36314135,69.63833855,kidneybeans,10
22,79,17,0.3744029348454745,21.42451099,20.39659714,116.5206923,kidneybeans,10
27,80,15,0.3551344407189905,19.07096165,21.21092266,86.21917578,kidneybeans,10
10,55,23,0.3457797433285197,21.18853178,19.63438599,137.1948633,kidneybeans,10
23,65,20,0.3622185364621717,23.0429097,22.42610972,108.3684316,kidneybeans,10
19,78,16,0.38299398300283793,20.65375833,23.10538637,67.71768947,kidneybeans,10
19,65,25,0.32974067534675133,18.09551014,18.29318436,144.7902323,kidneybeans,10
22,70,19,0.3127149115506208,18.23775702,21.07643273,69.44951585,kidneybeans,10
37,64,22,0.38099286172934754,17.48189735,18.8251973,121.9401369,kidneybeans,10
11,71,17,0.3486123608086009,19.9191786,21.47324158,82.68554379,kidneybeans,10
18,79,20,0.36896894805668345,20.27514686,23.2353604,139.7521543,kidneybeans,10
21,63,17,0.3849286757351901,15.77370214,19.2303162,108.3441414,kidneybeans,10
24,80,22,0.33143537931021383,16.71170642,19.17651433,96.77285817,kidneybeans,10
34,60,22,0.33131684931214966,17.66148158,18.15302753,100.6711761,kidneybeans,10
16,75,21,0.33815825720610093,18.50692825,23.61670065,87.0513289,kidneybeans,10
17,77,23,0.3367335466531999,24.51324787,20.81527638,64.19497947,kidneybeans,10
37,72,18,0.3451590892133227,18.87614998,24.54038287,105.4120514,kidneybeans,10
40,73,20,0.3586999266260701,21.59343016,20.31871249,61.13872036,kidneybeans,10
9,77,17,0.35436285846639015,20.12373284,24.45202552,106.158201,kidneybeans,10
1,62,23,0.3270521677004067,15.43546065,18.37477907,139.0302034,kidneybeans,10
33,59,22,0.37980072851581004,22.64236876,21.59396123,122.3886015,kidneybeans,10
23,59,19,0.36503439370460644,21.98560799,24.87304788,129.5650601,kidneybeans,10
6,62,22,0.360686875239569,20.53052663,18.09224048,120.4509288,kidneybeans,10
25,63,20,0.3107529768616768,15.78601387,21.14544088,95.17028129,kidneybeans,10
7,79,23,0.3603072575830665,19.6365349,19.68751084,96.65888933,kidneybeans,10
8,72,17,0.34316808840251867,20.57341244,19.7520218,87.87869161,kidneybeans,10
27,64,15,0.31260795621553483,20.16080524,24.84207559,138.2362122,kidneybeans,10
28,66,23,0.3874459965902981,21.53989176,24.25386207,120.6913038,kidneybeans,10
32,57,18,0.34067733411186607,15.53834801,23.75560241,107.3850593,kidneybeans,10
27,56,22,0.36207404546653643,19.91853092,20.70099804,108.6434544,kidneybeans,10
17,77,24,0.3209325002032677,20.76952209,18.93146941,109.0193712,kidneybeans,10
0,65,15,0.3329036783932773,23.46168338,23.22197648,95.84253438,kidneybeans,10
13,72,21,0.36023643269477335,24.32116642,21.0278674,60.27552528,kidneybeans,10
34,60,23,0.3350527651296168,20.12574053,24.96969858,100.0497183,kidneybeans,10
9,80,19,0.3795622371797732,21.80619564,18.57086554,125.0972687,kidneybeans,10
11,72,20,0.38045044906389247,19.52226241,24.92607153,113.334026,kidneybeans,10
3,67,24,0.3135336850986662,17.00067625,19.90790546,103.2926407,kidneybeans,10
35,69,23,0.3224803669493217,16.78791503,24.96881755,75.45328039,kidneybeans,10
3,77,25,0.32710764891724475,24.84906168,22.89464642,62.21292186,kidneybeans,10
23,62,19,0.3273051397673127,16.51783455,20.4555596,98.77794225,kidneybeans,10
22,71,17,0.3117321259503677,18.15300153,19.38602098,107.6907964,kidneybeans,10
